Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock,time_stamp
HOA97,750,0.100477461,Household,187.8,78.0,78.0,2025-07-19 20:07:59
BKD84,400,0.106907604,Breakfast,162.9,198.0,198.0,2025-07-19 20:07:59
FVT41,1000,0.106492562,Fruits and Vegetables,176.3,118.0,118.0,2025-07-19 20:07:59
CAV99,400,0.139330557,Canned,109.5,253.0,253.0,2025-07-19 20:07:59
SFX86,30,0.130095044,Snack Foods,257.3,249.0,249.0,2025-07-19 20:07:59
BAK31,250,0.176182345,Baking Goods,158.2,190.0,190.0,2025-07-19 20:07:59
BRB58,500,0.128861359,Breads,86.3,249.0,249.0,2025-07-19 20:07:59
FVG22,300,0.100095288,Fruits and Vegetables,125.3,147.0,147.0,2025-07-19 20:07:59
FRD12,1000,0.159081735,Frozen Foods,193.5,183.0,183.0,2025-07-19 20:07:59
CAC10,400,0.154487495,Canned,77.3,105.0,105.0,2025-07-19 20:07:59
HDU59,1000,0.112203445,Hard Drinks,111.8,194.0,194.0,2025-07-19 20:07:59
FVL37,500,0.171761077,Fruits and Vegetables,115.8,223.0,223.0,2025-07-19 20:07:59
HHF87,250,0.114170506,Health and Hygiene,159.0,79.0,79.0,2025-07-19 20:07:59
FRD66,400,0.095795326,Frozen Foods,128.5,156.0,156.0,2025-07-19 20:07:59
MEI96,300,0.156298858,Meat,162.2,136.0,136.0,2025-07-19 20:07:59
BRE67,500,0.105324246,Breads,125.7,189.0,189.0,2025-07-19 20:07:59
BAK04,500,0.117599259,Baking Goods,195.3,93.0,93.0,2025-07-19 20:07:59
SFB90,75,0.104791689,Snack Foods,165.3,161.0,161.0,2025-07-19 20:07:59
SFL06,100,0.12829573,Snack Foods,167.3,166.0,166.0,2025-07-19 20:07:59
BAM80,500,0.095696334,Baking Goods,159.8,81.0,81.0,2025-07-19 20:07:59
FRP20,400,0.267565911,Frozen Foods,194.1,62.0,62.0,2025-07-19 20:07:59
FRT92,1000,0.139426044,Frozen Foods,148.3,219.0,219.0,2025-07-19 20:07:59
SDY78,1000,0.151925271,Soft Drinks,46.6,109.0,109.0,2025-07-19 20:07:59
HOT31,1500,0.099479703,Household,44.9,155.0,155.0,2025-07-19 20:07:59
CAS18,400,0.21799414,Canned,266.6,262.0,262.0,2025-07-19 20:07:59
SFD21,50,0.172641213,Snack Foods,195.1,222.0,222.0,2025-07-19 20:07:59
DAK19,200,0.097611115,Dairy,54.9,117.0,117.0,2025-07-19 20:07:59
DAT22,500,0.152632413,Dairy,98.4,164.0,164.0,2025-07-19 20:07:59
MEG38,300,0.096491904,Meat,134.5,222.0,222.0,2025-07-19 20:07:59
STE87,1000,0.128709014,Starchy Foods,96.1,185.0,185.0,2025-07-19 20:07:59
BAI29,500,0.101500374,Baking Goods,45.3,216.0,216.0,2025-07-19 20:07:59
CAV12,400,0.170141787,Canned,116.8,217.0,217.0,2025-07-19 20:07:59
FRJ42,400,0.145669556,Frozen Foods,247.3,232.0,232.0,2025-07-19 20:07:59
SFS76,100,0.128090139,Snack Foods,107.1,171.0,171.0,2025-07-19 20:07:59
FVL83,200,0.135707553,Fruits and Vegetables,172.5,236.0,236.0,2025-07-19 20:07:59
CAI19,400,0.187939003,Canned,146.9,265.0,265.0,2025-07-19 20:07:59
HHC87,250,0.14492016,Health and Hygiene,224.4,150.0,150.0,2025-07-19 20:07:59
BKH78,200,0.125419157,Breakfast,40.0,268.0,268.0,2025-07-19 20:07:59
FVR80,200,0.12517151,Fruits and Vegetables,88.9,242.0,242.0,2025-07-19 20:07:59
CAC77,400,0.101747034,Canned,231.3,97.0,97.0,2025-07-19 20:07:59
BAA83,250,0.126791761,Baking Goods,262.2,257.0,257.0,2025-07-19 20:07:59
SFS49,75,0.117484834,Snack Foods,158.6,188.0,188.0,2025-07-19 20:07:59
FVR07,1000,0.106097275,Fruits and Vegetables,43.3,68.0,68.0,2025-07-19 20:07:59
SFL77,50,0.129395895,Snack Foods,140.4,91.0,91.0,2025-07-19 20:07:59
FVA65,200,0.100265027,Fruits and Vegetables,142.6,160.0,160.0,2025-07-19 20:07:59
HOK03,1500,0.119157788,Household,263.8,129.0,129.0,2025-07-19 20:07:59
FVI08,500,0.106816919,Fruits and Vegetables,114.2,225.0,225.0,2025-07-19 20:07:59
FRB26,1000,0.143712172,Frozen Foods,60.3,188.0,188.0,2025-07-19 20:07:59
HOI43,1000,0.123557061,Household,216.6,191.0,191.0,2025-07-19 20:07:59
CAM42,400,0.127968205,Canned,209.6,73.0,73.0,2025-07-19 20:07:59
CAC81,800,0.112681821,Canned,119.1,126.0,126.0,2025-07-19 20:07:59
BAV81,500,0.10080442,Baking Goods,45.5,259.0,259.0,2025-07-19 20:07:59
SFI95,75,0.122519571,Snack Foods,93.0,268.0,268.0,2025-07-19 20:07:59
SFK89,75,0.15021128,Snack Foods,179.1,274.0,274.0,2025-07-19 20:07:59
HOB79,1000,0.130663423,Household,175.2,205.0,205.0,2025-07-19 20:07:59
SFH18,30,0.233356571,Snack Foods,146.6,151.0,151.0,2025-07-19 20:07:59
CAL68,400,0.137053947,Canned,94.4,90.0,90.0,2025-07-19 20:07:59
HOJ34,750,0.177236497,Household,172.3,73.0,73.0,2025-07-19 20:07:59
FRW41,1500,0.111830282,Frozen Foods,105.5,113.0,113.0,2025-07-19 20:07:59
DAG31,500,0.107662745,Dairy,224.2,87.0,87.0,2025-07-19 20:07:59
BAX86,1000,0.103481775,Baking Goods,150.0,139.0,139.0,2025-07-19 20:07:59
HOG82,500,0.293066133,Household,177.1,209.0,209.0,2025-07-19 20:07:59
FRV75,500,0.115233813,Frozen Foods,94.4,134.0,134.0,2025-07-19 20:07:59
FRJ13,400,0.159825617,Frozen Foods,195.5,230.0,230.0,2025-07-19 20:07:59
SFP43,100,0.121227447,Snack Foods,197.5,193.0,193.0,2025-07-19 20:07:59
FRX71,1000,0.111902259,Frozen Foods,105.5,133.0,133.0,2025-07-19 20:07:59
HHX07,100,0.121765124,Health and Hygiene,264.2,271.0,271.0,2025-07-19 20:07:59
DAQ90,200,0.156802171,Dairy,242.2,77.0,77.0,2025-07-19 20:07:59
FVI63,200,0.113217223,Fruits and Vegetables,191.2,232.0,232.0,2025-07-19 20:07:59
BRX91,250,0.111220521,Breads,65.8,277.0,277.0,2025-07-19 20:07:59
CAF91,400,0.161356273,Canned,253.1,88.0,88.0,2025-07-19 20:07:59
SEX75,500,0.140458316,Seafood,169.8,59.0,59.0,2025-07-19 20:07:59
CAW13,400,0.139228412,Canned,49.5,279.0,279.0,2025-07-19 20:07:59
FRQ19,1000,0.121767168,Frozen Foods,118.9,79.0,79.0,2025-07-19 20:07:59
BAA38,1000,0.118025091,Baking Goods,195.8,148.0,148.0,2025-07-19 20:07:59
BKD60,200,0.151931742,Breakfast,101.1,81.0,81.0,2025-07-19 20:07:59
DAK98,1000,0.103091351,Dairy,229.9,157.0,157.0,2025-07-19 20:07:59
SFU91,100,0.162571649,Snack Foods,107.5,153.0,153.0,2025-07-19 20:07:59
BAP28,500,0.128283243,Baking Goods,226.1,110.0,110.0,2025-07-19 20:07:59
FVW08,1000,0.108253944,Fruits and Vegetables,194.9,218.0,218.0,2025-07-19 20:07:59
HOK78,500,0.121178848,Household,165.2,103.0,103.0,2025-07-19 20:07:59
HHC08,250,0.09698132,Health and Hygiene,116.3,79.0,79.0,2025-07-19 20:07:59
FVJ57,1000,0.290430317,Fruits and Vegetables,130.7,235.0,235.0,2025-07-19 20:07:59
HOM79,1000,0.102371638,Household,221.2,119.0,119.0,2025-07-19 20:07:59
FVH30,500,0.105881129,Fruits and Vegetables,42.1,76.0,76.0,2025-07-19 20:07:59
SDR30,330,0.112906337,Soft Drinks,243.5,189.0,189.0,2025-07-19 20:07:59
CAQ56,800,0.125210375,Canned,266.9,205.0,205.0,2025-07-19 20:07:59
MEA66,500,0.098814721,Meat,100.5,75.0,75.0,2025-07-19 20:07:59
FVT72,500,0.100091576,Fruits and Vegetables,125.5,217.0,217.0,2025-07-19 20:07:59
FVD44,300,0.108633372,Fruits and Vegetables,233.9,194.0,194.0,2025-07-19 20:07:59
DAG09,500,0.144604071,Dairy,240.8,238.0,238.0,2025-07-19 20:07:59
FVV43,1000,0.193477995,Fruits and Vegetables,55.9,97.0,97.0,2025-07-19 20:07:59
SDU90,1500,0.124448295,Soft Drinks,112.1,212.0,212.0,2025-07-19 20:07:59
HOK28,1500,0.166572501,Household,176.2,226.0,226.0,2025-07-19 20:07:59
MEP42,1000,0.137645467,Meat,185.3,157.0,157.0,2025-07-19 20:07:59
BAP43,1000,0.161875063,Baking Goods,35.7,168.0,168.0,2025-07-19 20:07:59
BRA99,800,0.128181759,Breads,156.1,181.0,181.0,2025-07-19 20:07:59
CAP07,400,0.121250374,Canned,92.8,87.0,87.0,2025-07-19 20:07:59
SDT18,330,0.175793413,Soft Drinks,146.9,165.0,165.0,2025-07-19 20:07:59
SFI08,30,0.172759093,Snack Foods,157.1,191.0,191.0,2025-07-19 20:07:59
FRA85,1500,0.109784056,Frozen Foods,256.1,230.0,230.0,2025-07-19 20:07:59
DAH14,500,0.183142346,Dairy,110.4,122.0,122.0,2025-07-19 20:07:59
CAK58,400,0.153857402,Canned,76.4,101.0,101.0,2025-07-19 20:07:59
HHW70,250,0.098108957,Health and Hygiene,240.9,221.0,221.0,2025-07-19 20:07:59
BRX54,250,0.128405328,Breads,156.4,242.0,242.0,2025-07-19 20:07:59
SFR36,75,0.175545889,Snack Foods,163.7,171.0,171.0,2025-07-19 20:07:59
DAU08,200,0.099344826,Dairy,63.6,116.0,116.0,2025-07-19 20:07:59
HON79,500,0.110197977,Household,104.2,241.0,241.0,2025-07-19 20:07:59
MER03,300,0.252865979,Meat,82.7,174.0,174.0,2025-07-19 20:07:59
STU71,500,0.135306012,Starchy Foods,183.8,101.0,101.0,2025-07-19 20:07:59
BKT56,400,0.126760908,Breakfast,176.9,109.0,109.0,2025-07-19 20:07:59
HOK47,500,0.160529322,Household,59.3,121.0,121.0,2025-07-19 20:07:59
FVX15,1000,0.113045883,Fruits and Vegetables,194.1,190.0,190.0,2025-07-19 20:07:59
HON29,1500,0.124299531,Household,73.5,73.0,73.0,2025-07-19 20:07:59
DAQ12,1000,0.122832172,Dairy,217.7,124.0,124.0,2025-07-19 20:07:59
DAF77,500,0.146692433,Dairy,194.6,112.0,112.0,2025-07-19 20:07:59
FRN64,1000,0.124959013,Frozen Foods,116.5,72.0,72.0,2025-07-19 20:07:59
MEO26,300,0.15911489,Meat,158.2,256.0,256.0,2025-07-19 20:07:59
FVG69,300,0.145335007,Fruits and Vegetables,173.1,221.0,221.0,2025-07-19 20:07:59
FVW70,300,0.130261652,Fruits and Vegetables,185.3,224.0,224.0,2025-07-19 20:07:59
CAI75,800,0.126383094,Canned,112.2,96.0,96.0,2025-07-19 20:07:59
DAI30,1000,0.127620811,Dairy,119.2,282.0,282.0,2025-07-19 20:07:59
BAC09,250,0.220111117,Baking Goods,153.0,182.0,182.0,2025-07-19 20:07:59
FVJ27,500,0.126199917,Fruits and Vegetables,178.4,115.0,115.0,2025-07-19 20:07:59
FVL56,1000,0.119462225,Fruits and Vegetables,182.8,124.0,124.0,2025-07-19 20:07:59
FRG69,1500,0.119570595,Frozen Foods,249.7,272.0,272.0,2025-07-19 20:07:59
BAR95,250,0.101275792,Baking Goods,46.5,145.0,145.0,2025-07-19 20:07:59
DAD29,1000,0.102188428,Dairy,54.4,145.0,145.0,2025-07-19 20:07:59
CAR30,800,0.133034816,Canned,222.1,175.0,175.0,2025-07-19 20:07:59
SDS69,1500,0.16817143,Soft Drinks,237.8,264.0,264.0,2025-07-19 20:07:59
BAV97,1000,0.191500528,Baking Goods,121.2,192.0,192.0,2025-07-19 20:07:59
MEK46,500,0.122065518,Meat,103.4,184.0,184.0,2025-07-19 20:07:59
HHL74,250,0.11227101,Health and Hygiene,63.2,209.0,209.0,2025-07-19 20:07:59
FVU01,200,0.135075924,Fruits and Vegetables,170.3,171.0,171.0,2025-07-19 20:07:59
SFL86,100,0.12301331,Snack Foods,93.2,115.0,115.0,2025-07-19 20:07:59
HOC35,750,0.280164929,Household,177.6,155.0,155.0,2025-07-19 20:07:59
SFG39,30,0.136512858,Snack Foods,128.8,153.0,153.0,2025-07-19 20:07:59
SFA08,100,0.104859135,Snack Foods,161.9,91.0,91.0,2025-07-19 20:07:59
FRD76,400,0.110202066,Frozen Foods,39.8,136.0,136.0,2025-07-19 20:07:59
SEQ04,300,0.129864461,Seafood,240.2,175.0,175.0,2025-07-19 20:07:59
HOY00,1000,0.216478153,Household,190.2,110.0,110.0,2025-07-19 20:07:59
HHZ72,500,0.175898114,Health and Hygiene,183.8,82.0,82.0,2025-07-19 20:07:59
FRC26,600,0.127587344,Frozen Foods,76.5,274.0,274.0,2025-07-19 20:07:59
FVW69,1000,0.100423086,Fruits and Vegetables,144.8,170.0,170.0,2025-07-19 20:07:59
MER86,1000,0.127412338,Meat,111.3,254.0,254.0,2025-07-19 20:07:59
CAZ34,800,0.126579586,Canned,112.3,241.0,241.0,2025-07-19 20:07:59
HHP83,250,0.16334971,Health and Hygiene,45.1,127.0,127.0,2025-07-19 20:07:59
SDV29,330,0.109265987,Soft Drinks,42.3,83.0,83.0,2025-07-19 20:07:59
DAZ25,200,0.10821852,Dairy,96.4,75.0,75.0,2025-07-19 20:07:59
CAJ25,800,0.122392031,Canned,133.2,113.0,113.0,2025-07-19 20:07:59
HOM61,1500,0.20168772,Household,162.9,89.0,89.0,2025-07-19 20:07:59
FRL67,400,0.169405699,Frozen Foods,46.1,191.0,191.0,2025-07-19 20:07:59
SDW69,1500,0.174232377,Soft Drinks,146.6,69.0,69.0,2025-07-19 20:07:59
HHK61,100,0.144006886,Health and Hygiene,94.7,204.0,204.0,2025-07-19 20:07:59
DAC07,1000,0.129425145,Dairy,219.3,239.0,239.0,2025-07-19 20:07:59
FVD41,1000,0.098629062,Fruits and Vegetables,90.6,67.0,67.0,2025-07-19 20:07:59
SFA20,75,0.170186628,Snack Foods,159.0,184.0,184.0,2025-07-19 20:07:59
DAC08,500,0.157075658,Dairy,240.6,163.0,163.0,2025-07-19 20:07:59
BKW68,300,0.107110465,Breakfast,55.6,255.0,255.0,2025-07-19 20:07:59
FVQ29,1000,0.10234983,Fruits and Vegetables,55.0,187.0,187.0,2025-07-19 20:07:59
BAW28,1000,0.174827835,Baking Goods,127.2,72.0,72.0,2025-07-19 20:07:59
FRB02,500,0.104591027,Frozen Foods,121.4,197.0,197.0,2025-07-19 20:07:59
BAC12,250,0.110735739,Baking Goods,35.3,180.0,180.0,2025-07-19 20:07:59
CAX48,800,0.114565093,Canned,112.0,292.0,292.0,2025-07-19 20:07:59
SFM98,75,0.117065801,Snack Foods,196.1,286.0,286.0,2025-07-19 20:07:59
DAA72,500,0.304737387,Dairy,54.7,142.0,142.0,2025-07-19 20:07:59
BAU02,250,0.214681063,Baking Goods,102.7,228.0,228.0,2025-07-19 20:07:59
HHI54,250,0.097258937,Health and Hygiene,114.8,126.0,126.0,2025-07-19 20:07:59
SFA51,75,0.153592956,Snack Foods,228.0,116.0,116.0,2025-07-19 20:07:59
SFY48,30,0.121231308,Snack Foods,97.6,95.0,95.0,2025-07-19 20:07:59
DAZ78,500,0.119371835,Dairy,45.3,217.0,217.0,2025-07-19 20:07:59
SEF60,500,0.14024028,Seafood,171.1,132.0,132.0,2025-07-19 20:07:59
FRH41,400,0.146540889,Frozen Foods,141.8,184.0,184.0,2025-07-19 20:07:59
MEP96,500,0.097059596,Meat,178.6,219.0,219.0,2025-07-19 20:07:59
FRH74,400,0.132111921,Frozen Foods,82.2,204.0,204.0,2025-07-19 20:07:59
SFR93,75,0.103731617,Snack Foods,237.0,80.0,80.0,2025-07-19 20:07:59
SEK20,300,0.145591438,Seafood,148.7,123.0,123.0,2025-07-19 20:07:59
DAQ54,200,0.159062948,Dairy,208.9,80.0,80.0,2025-07-19 20:07:59
FRJ78,1500,0.117574554,Frozen Foods,75.7,200.0,200.0,2025-07-19 20:07:59
FRW77,400,0.146635206,Frozen Foods,139.1,115.0,115.0,2025-07-19 20:07:59
HOO47,1500,0.177545624,Household,172.4,88.0,88.0,2025-07-19 20:07:59
DAC77,200,0.146701312,Dairy,262.3,137.0,137.0,2025-07-19 20:07:59
MEO81,1000,0.146999264,Meat,103.8,218.0,218.0,2025-07-19 20:07:59
SFN07,75,0.173109453,Snack Foods,155.3,200.0,200.0,2025-07-19 20:07:59
SFG12,75,0.124410284,Snack Foods,34.4,113.0,113.0,2025-07-19 20:07:59
FVK55,300,0.111122936,Fruits and Vegetables,189.3,110.0,110.0,2025-07-19 20:07:59
BAF51,500,0.112718928,Baking Goods,54.3,105.0,105.0,2025-07-19 20:07:59
SDJ78,1000,0.11507174,Soft Drinks,198.2,209.0,209.0,2025-07-19 20:07:59
FRA93,600,0.10527024,Frozen Foods,122.9,140.0,140.0,2025-07-19 20:07:59
CAI49,400,0.153930108,Canned,76.8,233.0,233.0,2025-07-19 20:07:59
CAY19,400,0.124506117,Canned,264.8,262.0,262.0,2025-07-19 20:07:59
BRU48,500,0.168871496,Breads,34.4,100.0,100.0,2025-07-19 20:07:59
CAQ81,400,0.103142373,Canned,94.6,186.0,186.0,2025-07-19 20:07:59
FRB92,400,0.097709541,Frozen Foods,48.7,74.0,74.0,2025-07-19 20:07:59
HOD57,500,0.143283608,Household,37.9,172.0,172.0,2025-07-19 20:07:59
CAE23,800,0.136774734,Canned,94.4,192.0,192.0,2025-07-19 20:07:59
BAJ70,1000,0.141360118,Baking Goods,197.3,207.0,207.0,2025-07-19 20:07:59
BAB68,250,0.294948897,Baking Goods,159.1,108.0,108.0,2025-07-19 20:07:59
HOC80,750,0.162248011,Household,160.5,246.0,246.0,2025-07-19 20:07:59
FVJ28,1000,0.120731024,Fruits and Vegetables,46.5,82.0,82.0,2025-07-19 20:07:59
HON87,750,0.105225964,Household,84.2,131.0,131.0,2025-07-19 20:07:59
STV52,500,0.154228739,Starchy Foods,107.4,228.0,228.0,2025-07-19 20:07:59
SDZ23,330,0.096943078,Soft Drinks,196.6,75.0,75.0,2025-07-19 20:07:59
FVA46,500,0.102171627,Fruits and Vegetables,53.8,92.0,92.0,2025-07-19 20:07:59
BAN33,500,0.128235818,Baking Goods,104.1,167.0,167.0,2025-07-19 20:07:59
HOR37,500,0.099242622,Household,46.3,126.0,126.0,2025-07-19 20:07:59
FVF17,200,0.108412059,Fruits and Vegetables,233.3,78.0,78.0,2025-07-19 20:07:59
BAF58,1000,0.102978817,Baking Goods,144.9,145.0,145.0,2025-07-19 20:07:59
CAG93,800,0.105498192,Canned,101.5,218.0,218.0,2025-07-19 20:07:59
FVB94,1000,0.171355643,Fruits and Vegetables,47.7,149.0,149.0,2025-07-19 20:07:59
MEU25,1000,0.137926458,Meat,184.8,182.0,182.0,2025-07-19 20:07:59
FRF05,400,0.159698192,Frozen Foods,32.1,168.0,168.0,2025-07-19 20:07:59
FRS24,1000,0.145200948,Frozen Foods,35.5,206.0,206.0,2025-07-19 20:07:59
SFB07,75,0.121702394,Snack Foods,42.7,76.0,76.0,2025-07-19 20:07:59
SFM24,100,0.117613212,Snack Foods,194.2,248.0,248.0,2025-07-19 20:07:59
FVD18,300,0.113953562,Fruits and Vegetables,198.2,93.0,93.0,2025-07-19 20:07:59
BAY92,1000,0.198316649,Baking Goods,54.4,118.0,118.0,2025-07-19 20:07:59
FVD75,300,0.156679617,Fruits and Vegetables,238.9,86.0,86.0,2025-07-19 20:07:59
SFR78,75,0.09735225,Snack Foods,160.7,198.0,198.0,2025-07-19 20:07:59
FRW75,1000,0.114771298,Frozen Foods,93.9,219.0,219.0,2025-07-19 20:07:59
CAN06,800,0.211539389,Canned,111.0,247.0,247.0,2025-07-19 20:07:59
FRV17,600,0.141860161,Frozen Foods,41.1,114.0,114.0,2025-07-19 20:07:59
STG86,400,0.142370445,Starchy Foods,90.6,100.0,100.0,2025-07-19 20:07:59
MEI40,500,0.13564792,Meat,190.9,270.0,270.0,2025-07-19 20:07:59
MEP65,300,0.28701714,Meat,48.8,93.0,93.0,2025-07-19 20:07:59
FRO12,600,0.115353642,Frozen Foods,58.9,139.0,139.0,2025-07-19 20:07:59
SFI28,50,0.110901004,Snack Foods,155.1,220.0,220.0,2025-07-19 20:07:59
FRU17,500,0.133144259,Frozen Foods,190.9,204.0,204.0,2025-07-19 20:07:59
BAC84,500,0.132630345,Baking Goods,263.9,160.0,160.0,2025-07-19 20:07:59
SFZ40,30,0.121254236,Snack Foods,94.6,181.0,181.0,2025-07-19 20:07:59
HDI92,700,0.136286138,Hard Drinks,171.4,224.0,224.0,2025-07-19 20:07:59
FVP72,300,0.164391573,Fruits and Vegetables,62.8,187.0,187.0,2025-07-19 20:07:59
BAJ36,250,0.186236236,Baking Goods,78.7,252.0,252.0,2025-07-19 20:07:59
FVE09,500,0.099780431,Fruits and Vegetables,225.2,264.0,264.0,2025-07-19 20:07:59
SDM15,1000,0.096379585,Soft Drinks,196.6,69.0,69.0,2025-07-19 20:07:59
CAF77,800,0.170152831,Canned,182.6,147.0,147.0,2025-07-19 20:07:59
DAY12,1000,0.168901843,Dairy,43.4,162.0,162.0,2025-07-19 20:07:59
CAJ97,800,0.120663214,Canned,95.7,121.0,121.0,2025-07-19 20:07:59
MEV75,1000,0.172446822,Meat,47.1,221.0,221.0,2025-07-19 20:07:59
CAH27,800,0.124758619,Canned,264.2,232.0,232.0,2025-07-19 20:07:59
BAV61,250,0.121563385,Baking Goods,43.7,117.0,117.0,2025-07-19 20:07:59
STW25,500,0.21561193,Starchy Foods,98.6,209.0,209.0,2025-07-19 20:07:59
BAO83,500,0.161516894,Baking Goods,37.1,272.0,272.0,2025-07-19 20:07:59
SFU64,75,0.184359831,Snack Foods,172.7,136.0,136.0,2025-07-19 20:07:59
FVH34,200,0.116484721,Fruits and Vegetables,94.1,244.0,244.0,2025-07-19 20:07:59
BAD42,1000,0.136417078,Baking Goods,179.8,184.0,184.0,2025-07-19 20:07:59
HHG40,100,0.157190017,Health and Hygiene,156.9,158.0,158.0,2025-07-19 20:07:59
SFF73,75,0.156797787,Snack Foods,148.6,100.0,100.0,2025-07-19 20:07:59
FVE64,200,0.103406065,Fruits and Vegetables,116.4,133.0,133.0,2025-07-19 20:07:59
FRB09,500,0.126585095,Frozen Foods,122.4,151.0,151.0,2025-07-19 20:07:59
BAS35,250,0.106752081,Baking Goods,181.5,126.0,126.0,2025-07-19 20:07:59
CAV62,800,0.102932246,Canned,93.2,281.0,281.0,2025-07-19 20:07:59
SFA47,100,0.116520447,Snack Foods,186.0,174.0,174.0,2025-07-19 20:07:59
DAI99,500,0.097012989,Dairy,42.9,125.0,125.0,2025-07-19 20:07:59
FVS74,200,0.17514326,Fruits and Vegetables,222.4,201.0,201.0,2025-07-19 20:07:59
STD22,400,0.142292265,Starchy Foods,171.3,129.0,129.0,2025-07-19 20:07:59
FRM69,1500,0.132521929,Frozen Foods,228.7,98.0,98.0,2025-07-19 20:07:59
SFO36,100,0.121972274,Snack Foods,43.1,225.0,225.0,2025-07-19 20:07:59
FVT18,300,0.136119549,Fruits and Vegetables,94.1,166.0,166.0,2025-07-19 20:07:59
HOK52,500,0.120624771,Household,261.8,149.0,149.0,2025-07-19 20:07:59
BKA87,400,0.110888167,Breakfast,181.6,233.0,233.0,2025-07-19 20:07:59
FVB27,200,0.132621594,Fruits and Vegetables,190.2,145.0,145.0,2025-07-19 20:07:59
DAK20,200,0.105110692,Dairy,41.1,170.0,170.0,2025-07-19 20:07:59
HOK96,750,0.12163321,Household,161.7,123.0,123.0,2025-07-19 20:07:59
SDQ43,500,0.098102581,Soft Drinks,173.0,124.0,124.0,2025-07-19 20:07:59
CAH11,800,0.170500183,Canned,184.1,220.0,220.0,2025-07-19 20:07:59
FVF18,200,0.175849067,Fruits and Vegetables,222.1,226.0,226.0,2025-07-19 20:07:59
DAA77,1000,0.099704558,Dairy,63.1,140.0,140.0,2025-07-19 20:07:59
HOM83,1000,0.185596553,Household,35.7,196.0,196.0,2025-07-19 20:07:59
SFY58,75,0.12367891,Snack Foods,89.0,207.0,207.0,2025-07-19 20:07:59
SFS97,75,0.127929521,Snack Foods,167.5,133.0,133.0,2025-07-19 20:07:59
SDF82,500,0.150801606,Soft Drinks,48.8,94.0,94.0,2025-07-19 20:07:59
DAD98,500,0.108458498,Dairy,97.0,197.0,197.0,2025-07-19 20:07:59
SFC52,30,0.181114059,Snack Foods,141.6,113.0,113.0,2025-07-19 20:07:59
SFS33,100,0.143831787,Snack Foods,170.0,142.0,142.0,2025-07-19 20:07:59
SFE56,30,0.121438886,Snack Foods,196.1,122.0,122.0,2025-07-19 20:07:59
SFH15,75,0.103356186,Snack Foods,142.8,226.0,226.0,2025-07-19 20:07:59
FVO21,1000,0.172946916,Fruits and Vegetables,114.2,147.0,147.0,2025-07-19 20:07:59
BAC69,500,0.095140088,Baking Goods,160.0,260.0,260.0,2025-07-19 20:07:59
CAZ62,800,0.212293753,Canned,92.3,199.0,199.0,2025-07-19 20:07:59
HHQ78,250,0.195721125,Health and Hygiene,156.5,148.0,148.0,2025-07-19 20:07:59
DAC86,200,0.187443314,Dairy,220.5,104.0,104.0,2025-07-19 20:07:59
FVA38,300,0.158947217,Fruits and Vegetables,145.5,195.0,195.0,2025-07-19 20:07:59
CAF21,400,0.141615436,Canned,169.0,213.0,213.0,2025-07-19 20:07:59
SFJ64,100,0.111666665,Snack Foods,155.3,227.0,227.0,2025-07-19 20:07:59
FVX88,500,0.097280981,Fruits and Vegetables,232.7,191.0,191.0,2025-07-19 20:07:59
DAV49,500,0.132645493,Dairy,97.0,152.0,152.0,2025-07-19 20:07:59
CAE21,400,0.137539574,Canned,38.9,108.0,108.0,2025-07-19 20:07:59
BAF23,1000,0.095545715,Baking Goods,157.4,266.0,266.0,2025-07-19 20:07:59
MEY84,500,0.145464606,Meat,105.8,149.0,149.0,2025-07-19 20:07:59
FRQ96,1000,0.149890395,Frozen Foods,159.0,199.0,199.0,2025-07-19 20:07:59
FRU48,1500,0.115307979,Frozen Foods,97.0,187.0,187.0,2025-07-19 20:07:59
FVD48,1000,0.156307983,Fruits and Vegetables,92.2,183.0,183.0,2025-07-19 20:07:59
FVC12,300,0.102901425,Fruits and Vegetables,128.5,181.0,181.0,2025-07-19 20:07:59
HDE52,500,0.170663661,Hard Drinks,56.5,202.0,202.0,2025-07-19 20:07:59
FRZ17,1500,0.126869718,Frozen Foods,74.4,96.0,96.0,2025-07-19 20:07:59
BRU24,800,0.120986139,Breads,216.1,177.0,177.0,2025-07-19 20:07:59
CAY83,400,0.139795569,Canned,47.2,113.0,113.0,2025-07-19 20:07:59
FRI59,1500,0.143591586,Frozen Foods,213.6,226.0,226.0,2025-07-19 20:07:59
HOP07,750,0.096799953,Household,192.4,219.0,219.0,2025-07-19 20:07:59
SFI72,100,0.136314863,Snack Foods,195.1,122.0,122.0,2025-07-19 20:07:59
HHJ00,250,0.114246019,Health and Hygiene,231.2,76.0,76.0,2025-07-19 20:07:59
BRV71,800,0.128728258,Breads,155.3,192.0,192.0,2025-07-19 20:07:59
MEC42,1000,0.098395216,Meat,100.8,166.0,166.0,2025-07-19 20:07:59
FVU95,200,0.102999154,Fruits and Vegetables,169.9,189.0,189.0,2025-07-19 20:07:59
SFW93,75,0.302478871,Snack Foods,155.5,77.0,77.0,2025-07-19 20:07:59
FVG42,500,0.286344848,Fruits and Vegetables,139.2,191.0,191.0,2025-07-19 20:07:59
DAU26,500,0.123264522,Dairy,123.3,64.0,64.0,2025-07-19 20:07:59
CAV18,800,0.127647181,Canned,207.9,188.0,188.0,2025-07-19 20:07:59
